Data,Hora,Produto,Preco
2026-10-22,19:08:51,TV-LG-SZG152,12.97
2026-09-08,12:05:36,Teclado-AMD-UMI045,441.19
2026-01-08,09:51:44,Motherboard-Amazon-TGD534,12.97
2026-08-23,21:03:00,Microfone-HP-AIN546,144.73
2026-07-23,11:51:09,Router-Alienware-WTH266,100.81
2026-03-27,03:22:32,Carregador-HP-RUN968,34.93
2026-06-12,08:10:50,Impressora-Razer-TKZ324,660.79
2026-08-13,21:38:45,Rato-Corsair-MJG031,880.39
2026-11-26,01:02:42,Rato-Corsair-AEH369,682.75
2026-11-11,22:40:48,Tablet-HP-IGO199,1034.11
2026-11-11,17:41:42,Impressora-Amazon-BKV060,485.11
2026-04-20,00:49:25,TV-Acer-MDV754,133.75
2026-12-13,19:25:00,Teclado-Sony-GTN805,56.89
2026-05-21,16:41:30,Projetor-Corsair-CDZ653,814.51
2026-09-20,00:39:30,Teclado-Sony-QCU588,1.99
2026-07-05,17:36:48,Gamepad-Huawei-MFO204,45.91
2026-12-05,12:56:15,Router-Xiaomi-JGU240,133.75
2026-11-18,03:04:24,Tablet-Xiaomi-YTC661,342.37
2026-01-03,02:53:31,DiscoSSD-HP-GUW137,100.81
2026-12-04,14:59:30,Smartwatch-Microsoft-NML667,485.11
2026-08-28,15:36:45,CaboUSB-LG-ILP160,56.89
2026-12-24,18:12:18,Coluna-Intel-QRL638,100.81
2026-08-26,11:00:28,CaboUSB-Microsoft-YVK617,254.53
2026-03-15,17:45:15,CaboUSB-Razer-JEN746,188.65
2026-10-02,18:34:30,Microfone-Huawei-EKD145,276.49
2026-03-16,04:24:00,PlacaGrafica-Asus-ABP237,45.91
2026-06-17,18:10:30,Consola-Nvidia-ZNI600,353.35
2026-05-24,04:30:00,PlacaGrafica-AMD-DZC464,122.77
2026-03-07,11:26:42,Camera-Logitech-XED903,452.17
2026-08-08,06:06:15,DiscoSSD-Amazon-JTP345,188.65
2026-05-05,01:22:12,Rato-AMD-WHI522,155.71
2026-02-21,03:02:57,CaboUSB-Nvidia-SYE706,221.59
2026-10-25,01:27:04,Microfone-Amazon-SVU966,770.59
2026-08-16,07:12:00,Rato-Asus-BJE546,924.31
2026-02-05,17:22:00,Drone-Nvidia-YKQ386,572.95
2026-02-10,04:24:40,PlacaGrafica-Samsung-GEM735,111.79
2026-03-18,14:18:14,Smartwatch-Gigabyte-WKP388,45.91
2026-09-28,07:52:02,TV-Alienware-WAG623,682.75
2026-11-17,14:46:01,Consola-HP-UDP019,122.77
2026-03-23,04:19:00,Carregador-Asus-FZW084,155.71
2026-04-08,19:03:51,Headphones-Acer-AVF203,660.79
2026-09-07,19:25:00,PlacaGrafica-Razer-SRF342,45.91
2026-06-05,22:36:54,DiscoSSD-Microsoft-EGP663,331.39
2026-12-02,13:57:57,PlacaGrafica-Gigabyte-UKJ115,12.97
2026-07-24,04:54:48,Carregador-Razer-GYA570,122.77
2026-09-12,16:12:12,DiscoSSD-AMD-HUP741,100.81
2026-05-24,14:58:08,TV-Asus-YUH823,111.79
2026-04-19,04:44:10,CaboUSB-Huawei-GMK637,155.71
2026-06-19,08:07:05,Motherboard-HP-IJI700,144.73
2026-10-26,20:53:13,Laptop-Acer-TET439,1.99
2026-02-23,12:36:00,Consola-Amazon-WEE471,265.51
2026-11-03,02:51:10,Motherboard-Nokia-IKC353,144.73
2026-10-11,15:55:14,Router-Asus-NUE060,12.97
2026-01-25,07:38:06,Microfone-Alienware-OCU689,1.99
2026-06-09,13:27:54,Gamepad-Nokia-MLG884,23.95
2026-07-19,05:14:48,Headphones-Xiaomi-WHU538,155.71
2026-02-10,08:47:08,Projetor-Apple-TFI449,12.97
2026-06-27,22:43:44,Gamepad-Apple-BTG725,298.45
2026-09-20,00:31:20,Motherboard-Microsoft-TMW119,441.19
2026-08-17,07:53:33,Headphones-Nokia-DYI961,287.47
2026-09-13,11:07:55,PlacaGrafica-Asus-TUI060,89.83
2026-06-19,11:30:00,Coluna-Dell-MIG587,232.57
2026-03-17,01:43:25,Carregador-Nvidia-CGY382,56.89
2026-09-24,16:14:40,Projetor-HP-OWD578,1.99
2026-03-23,06:44:00,Processador-Asus-BQI182,122.77
2026-06-13,13:08:38,Impressora-Alienware-PGJ197,572.95
2026-10-01,18:35:00,Motherboard-MSI-YJB123,682.75
2026-01-05,20:19:30,Laptop-Nvidia-RWV550,320.41
2026-09-10,21:12:00,Gamepad-Google-JLG796,561.97
2026-12-08,21:09:20,Smartwatch-AMD-PQH304,166.69
2026-10-22,17:53:18,Rato-Corsair-QKG621,45.91
2026-04-20,01:38:46,Consola-Dell-AUJ041,78.85
2026-08-20,20:13:32,Smartphone-Acer-YKZ103,441.19
2026-07-02,11:42:09,Gamepad-Dell-SJF132,67.87
2026-09-10,12:19:21,Coluna-Nvidia-OJI559,627.85
2026-08-27,20:16:51,PlacaGrafica-Asus-DNP262,100.81
2026-02-11,13:02:00,DiscoSSD-Samsung-LBX645,144.73
2026-05-02,13:33:09,Smartwatch-Lenovo-UJC104,309.43
2026-06-16,22:11:36,Coluna-Asus-YOS332,287.47
2026-01-16,05:07:12,PlacaGrafica-Amazon-OOI998,166.69
2026-05-19,00:00:55,Carregador-Asus-JEU249,298.45
2026-07-15,05:15:10,Monitor-Razer-MDD613,979.21
2026-03-27,12:04:30,Gamepad-Google-JCT715,386.29
2026-11-22,03:37:35,Tablet-Corsair-ARM738,188.65
2026-10-09,10:49:52,Tablet-Xiaomi-LTS396,364.33
2026-11-03,01:56:14,Motherboard-Logitech-EPK765,133.75
2026-01-09,10:12:40,Gamepad-Amazon-CME470,561.97
2026-06-07,21:35:00,Camera-Amazon-PNX149,408.25
2026-12-17,08:50:51,Camera-Acer-STD955,67.87
2026-12-25,00:22:48,Router-Sony-JYZ778,1.99
2026-08-09,19:11:47,Rato-Acer-SFT336,397.27
2026-05-07,16:19:00,DiscoSSD-Samsung-YWI944,463.15
2026-10-14,04:02:00,Router-Motorola-JJC207,342.37
2026-04-02,20:17:45,Teclado-AMD-SYK791,23.95
2026-01-19,03:48:20,PlacaGrafica-Amazon-JSR448,166.69
2026-12-04,19:36:00,Smartwatch-Logitech-RIX841,287.47
2026-10-17,23:40:46,PlacaGrafica-Xiaomi-WCU611,298.45
2026-04-18,07:48:13,Smartwatch-Google-HZV348,748.63
2026-04-02,21:26:09,Carregador-LG-NMR617,23.95
2026-07-22,18:25:21,Smartwatch-Sony-ZXU921,331.39
2026-09-04,18:56:00,Microfone-Apple-GYO048,375.31
2026-08-24,23:54:00,Motherboard-LG-ZSA577,12.97
2026-02-24,10:30:48,Motherboard-MSI-TDQ401,155.71
2026-07-17,23:16:13,DiscoSSD-Sony-OED501,364.33
2026-11-06,16:14:00,Gamepad-Google-KMK903,375.31
2026-04-10,19:41:44,Tablet-Huawei-AOI061,605.89
2026-10-26,02:26:33,Monitor-Motorola-XAM093,419.23
2026-05-04,13:57:48,Microfone-Microsoft-LRD467,572.95
2026-06-10,12:12:16,Headphones-Alienware-PQL143,67.87
2026-11-14,13:04:48,Drone-Lenovo-CYU909,23.95
2026-07-09,03:54:54,Smartphone-Lenovo-BYS706,496.09
2026-02-08,11:27:49,Consola-Razer-CIV136,419.23
2026-09-27,15:46:48,Drone-HP-DCS151,56.89
2026-07-03,02:01:03,Laptop-MSI-EGR070,847.45
2026-12-26,21:05:15,Gamepad-Amazon-KZY056,276.49
2026-05-03,16:23:32,TV-Dell-QFN330,67.87
2026-02-28,07:53:36,Processador-Alienware-GSI464,309.43
2026-12-04,07:48:27,Gamepad-HP-SUV222,221.59
2026-08-28,18:24:10,Motherboard-Amazon-GLY305,133.75
2026-03-23,21:09:15,MemoriaRAM-Apple-RAN955,56.89
2026-07-27,13:45:21,Teclado-Intel-CJG319,276.49
2026-10-19,00:26:15,Teclado-Nokia-GVM911,342.37
2026-01-25,07:48:16,Microfone-Samsung-BNF542,122.77
2026-12-12,08:50:24,DiscoSSD-HP-XHF354,518.05
2026-05-24,06:35:30,Headphones-Amazon-JWX584,133.75
2026-05-26,23:43:55,Drone-Intel-KRI733,45.91
2026-04-18,22:54:08,Headphones-Asus-GOZ251,199.63
2026-07-09,18:10:24,Smartphone-LG-KYH309,309.43
2026-07-07,07:11:06,Camera-Acer-ZRA142,671.77
2026-04-25,21:58:56,TV-Alienware-GYL318,45.91
2026-10-26,05:45:05,Teclado-Lenovo-ARJ113,67.87
2026-07-15,01:48:00,Laptop-Huawei-DZZ859,166.69
2026-08-08,19:11:26,Coluna-Acer-UKN779,913.33
2026-04-01,17:51:03,Motherboard-Lenovo-BGI923,23.95
2026-05-11,03:00:36,Router-Lenovo-LVV879,210.61
2026-03-17,12:18:00,Projetor-Dell-TZM845,715.69
2026-06-11,12:52:00,MemoriaRAM-HP-CLA894,23.95
2026-08-07,11:13:20,Smartwatch-Nvidia-TMH621,935.29
2026-11-10,09:45:30,Gamepad-Sony-VGY524,430.21
2026-12-27,08:03:04,Headphones-AMD-CGZ610,199.63
2026-09-05,01:59:12,MemoriaRAM-Amazon-NPN703,166.69
2026-10-21,20:07:56,Processador-Sony-FPP466,474.13
2026-11-22,11:09:00,MemoriaRAM-Microsoft-PVI676,298.45
2026-07-18,04:20:00,Smartphone-Amazon-WSK872,100.81
2026-10-05,14:00:08,Coluna-AMD-VRA600,23.95
2026-10-03,13:08:26,Microfone-Intel-DAV453,34.93
2026-12-25,03:12:09,Smartphone-Xiaomi-DXB152,474.13
2026-09-05,16:59:55,Smartphone-Xiaomi-NYI901,572.95
2026-02-18,02:21:00,Camera-HP-KHC927,408.25
2026-09-11,12:02:40,CaboUSB-Corsair-DLU836,452.17
2026-11-20,08:50:24,Camera-Amazon-DZJ863,781.57
2026-11-27,09:52:30,PlacaGrafica-Intel-CIT189,386.29
2026-12-25,01:47:02,Drone-Huawei-PHT234,254.53
2026-10-25,14:58:35,Smartphone-Razer-MQI705,177.67
2026-01-10,01:53:48,Laptop-Microsoft-SJN800,507.07
2026-07-21,20:40:32,TV-Motorola-NMV488,210.61
2026-01-28,19:55:12,PlacaGrafica-Nokia-DWH435,309.43
2026-05-17,18:38:44,Impressora-Sony-UUA557,45.91
2026-01-28,06:33:30,Monitor-Asus-BEW019,12.97
2026-08-03,21:57:05,PlacaGrafica-Motorola-XCR049,45.91
2026-06-28,14:22:12,Gamepad-Amazon-UPD518,386.29
2026-08-18,08:42:55,Rato-AMD-EQD422,45.91
2026-04-03,07:51:57,Gamepad-Sony-HRA345,122.77
2026-03-28,08:12:00,Tablet-HP-MWY533,23.95
2026-04-03,06:05:55,PlacaGrafica-Motorola-EHF169,56.89
2026-08-18,02:32:24,PlacaGrafica-Apple-OCC387,12.97
2026-08-08,23:31:32,Teclado-Alienware-VRK089,419.23
2026-07-26,02:14:14,Coluna-HP-EQM374,902.35
2026-04-15,13:50:33,Gamepad-MSI-TKV657,616.87
2026-05-05,19:39:51,Smartwatch-Gigabyte-YHN140,276.49
2026-06-19,20:23:12,MemoriaRAM-Asus-HNX074,221.59
2026-04-13,15:25:46,Gamepad-Motorola-OXQ842,375.31
2026-08-18,05:18:59,Projetor-LG-BZQ364,144.73
2026-04-19,23:45:36,Laptop-Samsung-ZCC423,243.55
2026-05-03,13:38:20,MemoriaRAM-MSI-JBS826,155.71
2026-08-03,07:54:00,Router-Nokia-PCZ071,1.99
2026-11-19,04:00:48,Gamepad-Gigabyte-PJZ833,56.89
2026-12-14,08:25:34,Router-Xiaomi-IIB690,177.67
2026-03-20,16:52:24,Camera-Lenovo-WNJ752,144.73
2026-08-10,23:40:48,CaboUSB-Gigabyte-USW729,353.35
2026-03-07,04:37:37,Consola-Intel-LTK858,221.59
2026-11-12,01:15:30,Impressora-Lenovo-HHB791,408.25
2026-03-11,19:56:43,Processador-Dell-OGM999,122.77
2026-07-11,11:56:40,Smartwatch-Sony-TQD533,441.19
2026-02-12,10:21:28,Headphones-Apple-NFT455,342.37
2026-05-23,01:41:00,Microfone-Acer-JVW726,111.79
2026-07-27,00:58:48,Coluna-Xiaomi-OXI204,924.31
2026-02-20,19:20:11,Microfone-Gigabyte-XMK968,133.75
2026-08-10,05:21:18,Microfone-Corsair-GII543,737.65
2026-04-20,10:10:48,Router-Motorola-GZY173,660.79
2026-06-21,00:26:24,Consola-Nokia-WPB342,89.83
2026-10-26,09:32:30,Tablet-Apple-IFC845,78.85
2026-10-24,06:56:10,Rato-AMD-SXJ830,320.41
2026-01-17,16:57:32,Impressora-Huawei-IHZ662,463.15
2026-01-22,03:28:37,TV-LG-SKG871,111.79
2026-02-15,07:04:40,Motherboard-Gigabyte-EGA182,133.75
2026-09-08,17:23:44,Consola-Corsair-FAF164,12.97
2026-01-14,02:29:51,Consola-Lenovo-ITV562,463.15
2026-05-12,20:22:12,Camera-Microsoft-KVQ866,474.13
2026-12-16,04:01:18,Smartwatch-Acer-MGT897,100.81
2026-03-03,23:43:28,Motherboard-Sony-LDY554,309.43
2026-11-18,18:24:00,Smartwatch-Intel-BRF308,89.83
2026-12-17,05:52:49,Laptop-Motorola-PXK818,792.55
2026-02-06,10:43:20,Consola-Google-CXT697,23.95
2026-06-02,05:16:24,MemoriaRAM-MSI-VNB840,331.39
2026-01-26,06:10:48,Carregador-Alienware-XWE606,232.57
2026-09-22,04:01:24,Router-Corsair-ERX107,1.99
2026-02-02,11:21:35,Gamepad-Huawei-FXI000,210.61
2026-01-14,21:22:48,Projetor-Intel-NDE612,34.93
2026-12-21,05:42:48,Camera-Alienware-JUY224,12.97
2026-03-03,16:20:36,DiscoSSD-Xiaomi-QXR228,353.35
2026-04-14,16:55:24,Motherboard-Alienware-XFZ764,529.03
2026-03-26,12:49:07,Laptop-Asus-UMZ323,144.73
2026-12-14,10:14:44,Smartwatch-Dell-BZY364,100.81
2026-01-13,20:04:16,Carregador-LG-JYO123,56.89
2026-10-03,02:05:06,Consola-Nvidia-KJN517,331.39
2026-09-22,09:30:52,Teclado-Motorola-YLZ383,155.71
2026-02-05,13:23:52,CaboUSB-Samsung-XEW952,133.75
2026-09-07,22:01:24,Teclado-Sony-TOG300,89.83
2026-02-06,11:32:00,Tablet-Apple-GNS051,298.45
2026-02-08,01:28:40,Microfone-HP-KAU563,34.93
2026-07-02,14:26:40,TV-Samsung-SIN672,748.63
2026-02-06,09:13:59,Laptop-Nvidia-DHA999,902.35
2026-06-25,15:48:00,Motherboard-Acer-GZC173,550.99
2026-07-10,11:57:26,Projetor-Microsoft-CQO346,210.61
2026-04-14,20:24:19,CaboUSB-Dell-KVE904,221.59
2026-12-13,00:31:00,Rato-Motorola-NYS852,188.65
2026-09-26,10:27:12,Teclado-Alienware-NGL672,34.93
2026-05-13,14:58:48,Smartwatch-Razer-SPM513,331.39
2026-04-08,07:11:52,Smartphone-Xiaomi-ZCA127,561.97
2026-07-16,00:37:52,Headphones-Intel-WCF018,748.63
2026-07-03,19:22:57,Gamepad-HP-ZPF019,34.93
2026-11-09,03:53:04,Carregador-Razer-LWW847,408.25
2026-10-20,04:39:48,Processador-Lenovo-OOR954,463.15
2026-01-12,13:26:40,Laptop-Asus-TLJ872,298.45
2026-01-10,15:18:30,Smartphone-Intel-VQQ917,177.67
2026-06-17,18:31:57,Tablet-Nvidia-XYU323,309.43
2026-08-17,18:01:48,Smartphone-Huawei-AKB331,529.03
2026-09-19,10:57:46,Smartphone-AMD-UCB517,287.47
2026-02-26,21:34:05,Impressora-Amazon-DBO686,34.93
2026-09-24,06:32:43,MemoriaRAM-Asus-HMN043,12.97
2026-12-17,09:00:40,Router-Nokia-DQS757,320.41
2026-11-18,16:25:15,Laptop-Acer-ZBG324,78.85
2026-09-07,10:19:58,Processador-Sony-BPK930,518.05
2026-01-17,23:13:13,Monitor-Corsair-BNT180,309.43
2026-01-17,02:06:00,Processador-Motorola-RDI617,56.89
2026-09-10,03:12:00,Consola-Gigabyte-RDE253,353.35
2026-09-26,08:12:42,Tablet-Razer-XMD428,616.87
2026-03-03,13:44:13,Microfone-Logitech-WAL313,188.65
2026-09-21,05:33:18,Coluna-Huawei-TIO241,111.79
2026-11-02,03:08:54,Motherboard-MSI-MCV099,891.37
2026-01-12,07:17:51,Tablet-Alienware-FXV538,23.95
2026-10-03,19:47:56,Laptop-Apple-ZAG792,540.01
2026-12-26,03:00:40,Processador-Asus-JUY779,210.61
2026-03-06,07:12:12,Smartphone-Logitech-TDJ727,276.49
2026-07-24,11:47:40,Carregador-Xiaomi-BMT515,12.97
2026-01-13,23:13:30,Drone-Apple-QTE791,111.79
2026-09-06,10:38:32,MemoriaRAM-Logitech-GLF875,78.85
2026-01-17,00:36:52,CaboUSB-Motorola-KLV067,430.21
2026-03-17,10:36:08,Consola-AMD-WRZ758,78.85
2026-10-08,22:32:54,Router-Nokia-VQZ270,34.93
2026-01-24,19:26:50,Router-Alienware-RKV868,12.97
2026-09-19,15:52:09,Camera-Asus-YSQ105,474.13
2026-10-23,01:35:46,Consola-LG-SAY012,320.41
2026-12-18,10:48:20,Smartwatch-Nvidia-DJG050,111.79
2026-04-19,22:31:40,Motherboard-Apple-SRK120,309.43
2026-01-25,18:17:30,Microfone-Amazon-CBU075,23.95
2026-10-13,17:15:54,DiscoSSD-Gigabyte-IUM138,232.57
2026-06-01,14:38:20,Processador-MSI-LSR118,56.89
2026-06-07,02:24:45,Gamepad-Sony-WPU426,792.55
2026-07-19,18:23:39,Smartphone-Intel-CLC937,56.89
2026-03-07,22:52:04,Processador-Google-DAM666,463.15
2026-01-04,02:05:57,Impressora-Gigabyte-GHA276,276.49
2026-06-16,09:18:05,Impressora-Huawei-PDE395,550.99
2026-06-18,21:05:39,PlacaGrafica-Motorola-ZGV940,386.29
2026-03-02,20:02:30,Laptop-Alienware-JFZ755,463.15
2026-10-25,05:32:25,Motherboard-Apple-TXL324,34.93
2026-02-15,02:04:12,Laptop-Razer-THP271,12.97
2026-10-14,03:28:18,Consola-Motorola-XIH540,572.95
2026-01-25,22:54:00,CaboUSB-Logitech-OND524,199.63
2026-05-24,02:47:00,Microfone-LG-GQR384,45.91
2026-03-08,09:56:30,Laptop-Alienware-LUO285,56.89
2026-05-14,02:48:18,Microfone-Razer-UKO979,1.99
2026-01-23,01:30:40,Rato-Alienware-CSN527,419.23
2026-02-20,12:45:28,Router-MSI-TSA614,133.75
2026-08-26,02:30:18,Teclado-Sony-BJK044,298.45
2026-05-18,13:12:30,PlacaGrafica-Motorola-PGL692,188.65
2026-12-04,17:10:40,Drone-Acer-QMW984,12.97
2026-07-14,02:54:43,CaboUSB-Gigabyte-FVG524,397.27
2026-03-01,19:52:16,Projetor-Alienware-GSW800,638.83
2026-09-12,05:02:29,Microfone-Motorola-XOR572,210.61
2026-06-20,00:54:50,Gamepad-HP-JSH724,23.95
2026-11-28,03:59:00,Rato-Amazon-IJX124,605.89
2026-07-09,10:57:50,CaboUSB-Acer-QQA848,188.65
2026-05-25,07:52:12,Projetor-Motorola-CMK624,605.89
2026-02-01,01:17:50,MemoriaRAM-Google-DBP539,12.97
2026-11-19,10:00:44,Motherboard-Xiaomi-XMM048,638.83
2026-07-17,01:09:56,Rato-Google-QXW333,45.91
2026-07-16,10:57:48,Camera-Razer-XUY510,23.95
2026-08-05,13:49:00,Smartphone-HP-FXW813,452.17
2026-02-03,05:56:24,CaboUSB-Intel-VZL121,67.87
2026-01-16,12:11:21,Projetor-Asus-HTY868,34.93
2026-04-12,13:56:52,Teclado-Sony-JWS695,243.55
2026-12-16,01:08:50,Teclado-Acer-IKO919,342.37
2026-11-22,05:25:26,Laptop-Acer-MOL560,408.25
2026-04-15,15:51:20,Headphones-Nvidia-LWA296,397.27
2026-02-18,02:26:08,Teclado-Google-CKD436,23.95
2026-10-25,14:06:18,CaboUSB-Logitech-CYI725,144.73
2026-08-16,22:06:04,Gamepad-Google-QPO415,309.43
2026-03-03,11:02:39,MemoriaRAM-Samsung-REC858,111.79
2026-11-06,08:47:40,Impressora-Razer-VVT281,78.85
2026-12-14,10:53:52,Processador-Lenovo-MLB612,1.99
2026-04-09,19:51:26,PlacaGrafica-AMD-SUP182,56.89
2026-01-23,07:14:30,Laptop-AMD-FQJ876,309.43
2026-01-13,03:25:56,Projetor-Nokia-JOG426,474.13
2026-03-09,09:08:19,PlacaGrafica-MSI-VPS279,265.51
2026-06-16,08:01:36,Router-Google-JGC255,12.97
2026-10-06,04:47:05,Router-Nvidia-HKR339,1.99
2026-02-13,20:57:06,Monitor-LG-XSH871,144.73
2026-11-02,01:36:32,Projetor-Dell-YTL817,441.19
2026-06-10,00:49:12,Router-Huawei-DZS714,144.73
2026-07-17,14:10:40,Projetor-Razer-CBV305,342.37
2026-06-26,08:30:12,Carregador-Razer-DRC831,276.49
2026-11-28,20:16:44,Monitor-Lenovo-HES568,23.95
2026-05-06,18:27:44,DiscoSSD-Google-OOO125,726.67
2026-08-12,17:57:04,PlacaGrafica-Asus-QFV050,12.97
2026-02-20,21:12:46,Teclado-Dell-IFO013,1.99
2026-01-01,03:51:40,Microfone-Microsoft-OUA575,463.15
2026-11-25,15:26:28,Laptop-Acer-EVV947,166.69
2026-01-11,06:24:56,Motherboard-Dell-TDU670,166.69
2026-11-06,00:31:12,Processador-Dell-XKT562,1.99
2026-10-28,14:15:00,Impressora-Razer-VAT023,254.53
2026-10-22,02:54:15,PlacaGrafica-Gigabyte-EFM232,759.61
2026-12-04,09:35:48,Smartphone-Amazon-HZH715,111.79
2026-08-11,11:52:30,Headphones-Sony-ZID084,133.75
2026-05-15,14:24:00,DiscoSSD-Microsoft-ZIE539,419.23
2026-11-04,20:55:33,TV-Nokia-YFD521,430.21
2026-03-06,14:01:24,Microfone-Logitech-XZM675,111.79
2026-11-03,15:38:13,Laptop-Nvidia-TWF730,1.99
2026-03-18,10:05:56,Router-Nvidia-DWR747,12.97
2026-09-24,10:45:23,Tablet-Google-IRC255,12.97
2026-11-23,01:11:00,Impressora-AMD-GGP236,188.65
2026-05-22,21:25:04,DiscoSSD-Samsung-DXO054,869.41
2026-02-16,23:48:36,Teclado-Acer-HKU222,45.91
2026-07-16,02:01:16,Processador-MSI-XNT838,89.83
2026-05-20,08:53:06,PlacaGrafica-Dell-QYT744,67.87
2026-03-19,10:46:14,Laptop-MSI-XPT209,67.87
2026-10-23,13:03:36,Tablet-Logitech-CLZ345,463.15
2026-09-28,10:29:15,Laptop-Dell-TST917,254.53
2026-05-16,07:12:27,DiscoSSD-HP-OID017,144.73
2026-08-08,13:04:24,Monitor-AMD-HPU160,78.85
2026-09-09,00:43:04,MemoriaRAM-Intel-EPQ937,660.79
2026-12-20,10:20:48,Carregador-Razer-LLB345,485.11
2026-08-14,17:07:20,Teclado-Razer-OXO586,836.47
2026-04-10,19:09:54,Projetor-Logitech-LCZ265,34.93
2026-04-03,09:33:28,Impressora-Gigabyte-EOH522,56.89
2026-03-28,13:18:56,Impressora-Alienware-JDJ636,540.01
2026-09-03,11:17:44,Smartphone-Xiaomi-TSK843,924.31
2026-06-09,09:57:11,Laptop-Sony-OKM254,298.45
2026-08-06,09:09:44,Camera-LG-XFG580,177.67
2026-08-27,02:40:52,Coluna-Corsair-MFU077,232.57
2026-07-01,07:17:36,Consola-LG-XTR917,342.37
2026-01-27,19:03:36,DiscoSSD-Nvidia-CVC487,45.91
2026-04-14,06:11:15,Drone-Razer-JOM194,287.47
2026-09-29,22:45:20,Headphones-HP-VFF401,902.35
2026-03-11,21:25:12,Router-Nvidia-RID408,12.97
2026-04-15,22:17:12,Router-Sony-LUO824,155.71
2026-11-28,13:12:02,Drone-AMD-TKE671,155.71
2026-10-20,08:20:32,Laptop-Alienware-DES728,232.57
2026-05-22,17:42:20,Tablet-Dell-TQK051,814.51
2026-07-26,00:33:36,Drone-Gigabyte-APW452,155.71
