Data,Hora,Produto,Preco
2026-10-23,06:51:48,TV-Lenovo-RCE736,122.77
2026-07-24,04:12:30,MemoriaRAM-Dell-UQK168,353.35
2026-01-25,16:19:42,Drone-AMD-BTR254,1.99
2026-12-02,17:09:00,Laptop-Lenovo-YGG740,540.01
2026-10-09,20:34:56,MemoriaRAM-Intel-EYI854,100.81
2026-03-03,08:02:51,Tablet-AMD-ORQ352,144.73
2026-03-27,22:16:40,Monitor-Motorola-WMN596,364.33
2026-07-05,19:20:00,Drone-Google-TYP544,23.95
2026-12-01,16:35:50,DiscoSSD-Gigabyte-YOV518,78.85
2026-02-04,07:34:44,Carregador-Microsoft-KAH416,144.73
2026-05-06,01:56:32,Motherboard-Google-IAK476,45.91
2026-10-28,00:10:00,Consola-Amazon-OFU737,12.97
2026-03-18,00:10:57,Camera-Sony-XJW582,265.51
2026-11-03,08:19:12,Drone-Alienware-DXR260,276.49
2026-05-18,18:49:12,Gamepad-Apple-NPV028,45.91
2026-05-05,10:15:30,Processador-Razer-PXN442,243.55
2026-06-09,10:43:36,MemoriaRAM-Nvidia-XMB418,78.85
2026-10-01,08:13:13,Camera-Xiaomi-AWG525,254.53
2026-05-05,13:41:00,Impressora-Google-FUD567,177.67
2026-04-11,04:38:40,DiscoSSD-Huawei-KPS700,704.71
2026-08-24,19:24:46,Smartphone-Dell-YTG429,375.31
2026-04-10,02:36:00,Impressora-Asus-RVO777,364.33
2026-11-23,16:33:12,Projetor-Corsair-EFW463,419.23
2026-05-13,02:06:40,PlacaGrafica-Apple-FSB043,23.95
2026-05-26,13:54:53,Monitor-Logitech-ZAI167,45.91
2026-09-15,07:48:16,Rato-Corsair-HNE550,1.99
2026-06-06,10:16:40,Gamepad-Intel-PKB651,23.95
2026-07-10,05:20:38,Smartwatch-Apple-VIP434,287.47
2026-11-19,06:08:00,Rato-Huawei-FSE732,1.99
2026-02-14,17:17:31,Drone-Acer-GUU885,408.25
2026-09-13,18:30:10,Microfone-Nokia-UFN609,23.95
2026-08-25,00:48:27,DiscoSSD-Nokia-BBC091,111.79
2026-07-11,17:38:40,Tablet-Amazon-BGE420,320.41
2026-09-04,14:44:24,Consola-Nvidia-NXX923,34.93
2026-05-03,18:05:54,Laptop-Acer-IRG322,23.95
2026-01-07,05:55:44,Gamepad-AMD-CQD833,56.89
2026-11-22,01:24:06,Rato-Intel-ALT962,122.77
2026-02-26,08:36:20,Monitor-LG-GTZ030,1.99
2026-05-09,03:53:44,Coluna-Logitech-KPY108,155.71
2026-02-26,10:51:18,Impressora-Nokia-ITG760,133.75
2026-10-15,16:21:27,Motherboard-LG-URF470,45.91
2026-10-20,22:43:30,Processador-Acer-EIO983,814.51
2026-08-23,02:43:28,TV-Xiaomi-QLG510,34.93
2026-01-03,00:50:00,Camera-Apple-ZFB617,23.95
2026-02-27,20:21:20,Teclado-Alienware-YDX436,166.69
2026-10-25,22:20:16,PlacaGrafica-Microsoft-EWG624,67.87
2026-06-14,08:59:51,Consola-Samsung-DJM044,12.97
2026-10-14,03:59:26,Smartphone-Xiaomi-FEB731,408.25
2026-03-02,19:10:54,Carregador-Microsoft-MAR389,155.71
2026-03-02,03:05:36,Processador-Intel-ADQ022,430.21
2026-10-28,20:15:40,Motherboard-AMD-SCG778,210.61
2026-03-05,14:06:24,Processador-Samsung-DAI963,682.75
2026-12-12,16:00:43,Monitor-Motorola-VYW570,122.77
2026-06-04,14:09:46,TV-Nvidia-HYI459,67.87
2026-03-20,00:52:48,Smartphone-MSI-RXA643,353.35
2026-04-25,08:22:30,Teclado-Amazon-QDZ866,155.71
2026-04-13,06:56:48,Consola-Huawei-IYO966,100.81
2026-12-17,03:09:30,Impressora-Sony-LBN586,320.41
2026-05-28,14:30:21,CaboUSB-Apple-KZZ461,221.59
2026-08-24,08:16:04,Laptop-Sony-FXJ252,67.87
2026-06-22,07:34:25,Projetor-Amazon-CJW289,100.81
2026-07-06,02:35:46,Processador-Asus-OBK128,671.77
2026-02-20,09:13:39,Camera-Corsair-WLE806,100.81
2026-10-22,18:17:20,Consola-HP-GGM065,232.57
2026-07-03,04:30:48,CaboUSB-Razer-EWN571,605.89
2026-03-06,18:28:00,Tablet-Logitech-MKE230,364.33
2026-11-17,17:32:20,Teclado-Logitech-NWQ667,243.55
2026-06-05,21:06:24,MemoriaRAM-LG-FZE270,67.87
2026-09-14,04:56:18,TV-Amazon-RZB124,23.95
2026-08-25,19:14:07,MemoriaRAM-Asus-ZFD244,452.17
2026-04-22,07:47:40,Router-Microsoft-SMH577,309.43
2026-01-18,21:31:17,MemoriaRAM-Asus-VEH660,507.07
2026-01-04,10:11:05,Impressora-HP-PLF453,89.83
2026-10-08,11:28:20,TV-Google-RXM305,715.69
2026-07-08,06:33:51,Consola-Huawei-VMI124,781.57
2026-09-03,22:00:00,Teclado-Apple-VVP653,89.83
2026-01-07,20:02:24,CaboUSB-Nokia-YVC395,364.33
2026-05-18,02:03:58,TV-MSI-TZA493,67.87
2026-05-13,00:06:48,Monitor-AMD-MNI135,605.89
2026-07-17,09:20:32,Laptop-Sony-ZTK983,408.25
2026-07-23,20:22:27,Microfone-Samsung-ZUF403,67.87
2026-03-23,19:41:40,Coluna-Acer-PHF247,221.59
2026-11-02,19:12:24,Tablet-Huawei-YVN378,309.43
2026-05-25,23:29:24,Processador-Dell-UHF137,386.29
2026-01-16,08:23:00,Projetor-Logitech-YQZ745,221.59
2026-12-09,15:29:08,TV-HP-ZZD481,34.93
2026-03-19,07:38:39,Teclado-Lenovo-EAZ512,23.95
2026-02-28,21:42:45,Laptop-Gigabyte-PTV991,144.73
2026-12-08,22:36:16,Camera-Apple-WPZ102,408.25
2026-03-13,07:08:52,Consola-AMD-POV500,12.97
2026-04-12,04:56:58,Processador-Nvidia-UZW943,100.81
2026-01-05,07:50:00,Processador-Nokia-TEO566,144.73
2026-05-08,07:02:04,Projetor-Google-GRG976,463.15
2026-01-14,16:44:54,TV-Dell-WDN406,342.37
2026-07-19,08:53:45,PlacaGrafica-MSI-LNK246,199.63
2026-09-06,12:53:54,Router-Motorola-HRJ481,276.49
2026-12-10,02:28:56,Rato-Acer-XUI492,23.95
2026-09-27,11:07:12,MemoriaRAM-Google-MPA454,1056.07
2026-04-20,03:39:56,Laptop-Logitech-SNN333,276.49
2026-08-11,08:05:18,Smartphone-Lenovo-PRY142,12.97
2026-08-08,21:53:23,Smartwatch-Alienware-HWG504,78.85
2026-07-25,03:41:34,Processador-AMD-LAJ983,23.95
2026-11-11,01:53:40,Consola-LG-RVR963,155.71
2026-12-01,23:15:10,Camera-Motorola-LTV009,891.37
2026-02-07,10:51:42,Rato-Acer-DDO171,550.99
2026-08-28,05:22:33,CaboUSB-Logitech-GMO995,89.83
2026-10-10,04:54:04,Camera-Microsoft-ZVE142,56.89
2026-02-01,02:01:20,PlacaGrafica-Gigabyte-AAB893,353.35
2026-02-20,14:02:44,Monitor-Nvidia-ZUK403,56.89
2026-04-19,19:25:03,Smartwatch-Samsung-RWM597,605.89
2026-08-23,20:33:44,Drone-Nokia-KWK898,1023.13
2026-09-15,06:17:42,Monitor-Intel-RRL047,45.91
2026-11-03,12:31:28,Carregador-Dell-MBD960,122.77
2026-05-27,23:50:02,Tablet-Apple-XRC323,704.71
2026-12-17,22:26:42,PlacaGrafica-MSI-ANT088,880.39
2026-04-13,05:47:06,Motherboard-Google-WEM838,34.93
2026-03-06,21:47:40,Coluna-Google-TMR021,1.99
2026-12-06,15:40:52,Coluna-Nvidia-PXG526,671.77
2026-01-03,08:40:30,Router-Logitech-KOX038,89.83
2026-08-18,12:03:28,Headphones-Apple-LNL235,518.05
2026-09-19,15:49:02,Microfone-Samsung-BUZ756,803.53
2026-11-06,17:58:14,Consola-Corsair-WMQ983,111.79
2026-03-18,23:47:36,Camera-Huawei-VJK981,100.81
2026-10-28,04:40:08,TV-AMD-NBK193,518.05
2026-06-17,01:08:03,Smartphone-Asus-XJN231,309.43
2026-08-25,12:27:40,DiscoSSD-Apple-XIQ058,34.93
2026-11-27,18:36:48,Router-Google-XKS116,188.65
2026-07-06,16:37:28,DiscoSSD-Samsung-ZWE814,23.95
2026-12-12,20:31:00,Laptop-Huawei-GUC972,122.77
2026-12-15,23:40:34,Impressora-Nvidia-FPT503,386.29
2026-09-28,23:22:52,Coluna-Logitech-ZBF513,298.45
2026-04-28,19:03:44,Camera-Lenovo-SOU275,133.75
2026-06-23,06:39:24,Camera-Logitech-IEB382,89.83
2026-02-19,06:59:50,MemoriaRAM-Amazon-HDW423,56.89
2026-09-21,23:40:30,PlacaGrafica-Intel-PFR029,221.59
2026-10-12,20:51:42,Rato-Razer-MUO699,649.81
2026-12-05,12:56:35,Rato-Apple-ZOO910,111.79
2026-08-28,02:28:00,Coluna-Microsoft-QRP899,12.97
2026-12-14,20:38:44,Laptop-Asus-ZTX463,408.25
2026-11-22,10:08:42,Motherboard-MSI-MQZ642,353.35
2026-01-13,20:50:25,Monitor-Nokia-VIT602,507.07
2026-08-15,05:35:05,Microfone-Lenovo-HTL396,111.79
2026-12-09,04:00:50,Microfone-Xiaomi-TUH782,12.97
2026-06-22,14:01:42,CaboUSB-Corsair-OWX347,221.59
2026-07-23,16:28:48,PlacaGrafica-Xiaomi-EKP533,726.67
2026-11-03,15:02:08,MemoriaRAM-MSI-CDU817,1.99
2026-07-11,02:31:48,DiscoSSD-Amazon-WAM089,770.59
2026-07-04,16:29:38,Rato-Logitech-CGJ517,704.71
2026-05-14,16:24:24,Projetor-Acer-KQQ188,133.75
2026-08-14,16:00:40,Projetor-Apple-BXV771,23.95
2026-12-02,10:31:19,Processador-HP-YGM324,210.61
2026-03-04,00:53:00,Laptop-Nokia-PKB987,155.71
2026-09-18,15:11:10,TV-Asus-BOM410,638.83
2026-02-25,20:41:08,Carregador-Microsoft-LCP555,605.89
2026-12-27,18:48:26,Processador-Razer-EKN383,199.63
2026-02-20,07:13:30,Consola-Motorola-RLH327,353.35
2026-03-12,00:57:54,Coluna-Alienware-TQD177,924.31
2026-01-03,06:06:16,Drone-Google-TYW166,67.87
2026-02-19,04:49:26,PlacaGrafica-Motorola-ETK980,353.35
2026-03-19,23:26:00,DiscoSSD-Intel-QII388,386.29
2026-03-10,14:02:04,Router-Google-YEK006,199.63
2026-07-20,18:00:22,MemoriaRAM-Intel-OZY568,144.73
2026-01-19,01:54:35,Monitor-Acer-WOX655,78.85
2026-06-24,09:56:10,Processador-Asus-LJW877,89.83
2026-12-03,15:00:12,Coluna-Asus-WIX812,89.83
2026-07-18,18:02:24,Gamepad-HP-XQY967,34.93
2026-03-25,10:04:42,Camera-Dell-DXW037,188.65
2026-02-28,12:42:04,Gamepad-HP-HRG736,287.47
2026-05-09,16:10:24,Headphones-MSI-XEP978,463.15
2026-09-28,08:28:44,Microfone-Corsair-NRQ808,485.11
2026-06-04,21:05:51,MemoriaRAM-LG-GTW568,144.73
2026-07-16,14:33:05,Router-AMD-PLP096,89.83
2026-01-02,11:00:48,Projetor-Logitech-JPE023,89.83
2026-08-28,18:54:48,Headphones-Razer-BVN520,254.53
2026-05-18,12:43:04,Router-Apple-WXY246,89.83
2026-07-15,18:22:34,Monitor-Xiaomi-OGC185,353.35
2026-01-05,10:30:32,Rato-Samsung-BZI332,298.45
2026-05-21,22:11:17,Smartwatch-Lenovo-NSX111,485.11
2026-03-28,12:25:45,Monitor-HP-CES469,342.37
2026-01-09,06:52:48,Headphones-Intel-WEM878,309.43
2026-06-10,04:02:05,Laptop-Microsoft-HGP290,353.35
2026-01-26,20:58:00,Rato-Samsung-SZZ439,67.87
2026-02-17,01:45:30,Drone-Logitech-CPS651,166.69
2026-12-26,16:13:00,Monitor-Xiaomi-IEI136,23.95
2026-07-08,04:02:03,Monitor-Logitech-BFX926,946.27
2026-09-15,17:50:00,CaboUSB-Logitech-KFH670,342.37
2026-03-12,19:34:40,Carregador-AMD-QUI020,342.37
2026-05-28,13:51:50,Teclado-Microsoft-MDZ237,210.61
2026-11-10,22:32:00,Teclado-Intel-DNT666,45.91
2026-04-09,15:40:12,Headphones-Google-LKA191,67.87
2026-02-14,18:54:24,Tablet-Dell-EUW022,23.95
2026-02-04,14:02:47,Impressora-Nokia-GAL738,166.69
2026-11-12,06:19:01,Headphones-Amazon-IYB428,100.81
2026-09-05,06:34:48,Drone-Corsair-ZOM243,166.69
2026-07-12,17:51:26,PlacaGrafica-Huawei-CBS181,166.69
2026-04-27,09:10:12,Laptop-Nokia-HMI431,364.33
2026-11-25,17:50:54,Teclado-Lenovo-MEL400,199.63
2026-08-04,04:48:43,Microfone-Amazon-MKW088,45.91
2026-11-23,18:20:30,Router-Samsung-NJC740,221.59
2026-09-18,23:42:00,Teclado-Google-FDF793,759.61
2026-11-13,08:14:19,Motherboard-Google-KZO020,45.91
2026-04-14,16:05:40,Monitor-Xiaomi-OWL657,298.45
2026-02-28,19:17:45,Rato-Huawei-TUM069,430.21
2026-08-06,10:03:36,Smartphone-Huawei-DMG634,89.83
2026-10-21,09:24:49,PlacaGrafica-Gigabyte-SWA526,298.45
2026-11-03,06:36:00,Projetor-LG-SYR004,45.91
2026-06-06,16:23:36,Processador-AMD-WVA098,496.09
2026-06-20,12:20:00,DiscoSSD-Motorola-HHB389,89.83
2026-02-17,05:17:42,Gamepad-Lenovo-UHY612,23.95
2026-06-01,00:30:47,Coluna-Lenovo-TSM553,89.83
2026-01-12,12:42:24,Rato-Dell-MLC382,56.89
2026-02-26,08:25:12,Processador-Samsung-IWI094,34.93
2026-08-05,20:09:59,Tablet-Nokia-IUN943,56.89
2026-01-08,22:59:42,Coluna-Corsair-JPN223,232.57
2026-08-08,16:48:32,TV-Huawei-PQI099,133.75
2026-11-21,12:00:45,Coluna-Lenovo-PPY889,177.67
2026-10-27,21:44:31,Teclado-Dell-YOL683,100.81
2026-02-27,22:15:00,DiscoSSD-Acer-NIN019,847.45
2026-08-03,00:18:57,Teclado-LG-MFC800,342.37
2026-12-15,14:23:28,Motherboard-AMD-III473,616.87
2026-09-22,21:03:19,Consola-Motorola-ZXL064,45.91
2026-02-03,03:07:30,Gamepad-Logitech-YPQ757,891.37
2026-11-02,11:01:00,Impressora-Amazon-SRM359,144.73
2026-09-16,21:52:00,Processador-Dell-NMD318,1.99
2026-12-12,05:57:50,Laptop-Apple-WOL103,89.83
2026-09-28,13:12:35,Monitor-Motorola-VNZ474,583.93
2026-10-29,04:28:52,Impressora-Acer-VLB212,397.27
2026-05-21,07:05:00,Monitor-Samsung-QOZ264,45.91
2026-04-04,05:06:07,Laptop-Gigabyte-BSC861,715.69
2026-11-17,03:22:02,PlacaGrafica-Acer-UNO891,309.43
2026-01-02,10:11:42,Camera-Dell-BBQ430,100.81
2026-01-26,04:08:43,Rato-Xiaomi-JCL941,320.41
2026-12-04,03:45:52,Motherboard-AMD-OGE291,155.71
2026-12-13,04:53:42,Coluna-Asus-BFD964,320.41
2026-01-25,02:57:16,MemoriaRAM-Nokia-JLW527,232.57
2026-02-19,16:32:48,Gamepad-Apple-BHX067,188.65
2026-04-20,21:21:45,Smartwatch-Logitech-YOH753,342.37
2026-03-14,08:43:11,Consola-Microsoft-HAN062,309.43
2026-02-23,03:24:54,Carregador-Acer-TWO032,221.59
2026-04-22,02:12:30,Coluna-MSI-QMD818,1.99
2026-05-05,01:32:20,Impressora-Nvidia-JXW662,23.95
2026-04-12,08:45:55,Motherboard-MSI-LZL559,144.73
2026-03-08,14:08:10,Drone-Corsair-PNI074,276.49
2026-04-08,21:22:10,PlacaGrafica-Nvidia-GCZ363,737.65
2026-11-02,03:19:48,Laptop-Amazon-FIO274,1.99
2026-09-13,22:20:00,Teclado-Sony-VIB115,232.57
2026-07-17,00:17:55,Laptop-Amazon-WIQ388,836.47
2026-08-11,06:08:30,Microfone-Asus-THO489,320.41
2026-11-06,10:48:00,MemoriaRAM-Intel-ZSZ498,188.65
2026-12-12,09:06:15,Smartwatch-AMD-DSN973,1.99
2026-01-01,12:45:51,DiscoSSD-Apple-GVK157,276.49
2026-11-02,22:44:40,Coluna-Lenovo-MRW062,726.67
2026-09-17,14:11:32,Smartwatch-Motorola-YPZ835,759.61
2026-08-15,16:36:18,Headphones-Sony-TDJ367,45.91
2026-04-15,20:00:59,Impressora-MSI-VIK979,155.71
2026-07-17,17:21:20,Smartphone-Nokia-PIY018,34.93
2026-04-27,19:03:18,Smartwatch-Samsung-JBG183,693.73
2026-01-08,01:07:45,MemoriaRAM-Alienware-QHP258,122.77
2026-02-17,08:24:56,Teclado-Motorola-KYZ003,177.67
2026-11-22,11:13:52,Monitor-AMD-CJX705,232.57
2026-02-15,01:39:00,Router-HP-WOA308,199.63
2026-07-13,11:34:00,Teclado-Acer-VMX953,12.97
2026-06-17,16:24:00,Headphones-Samsung-FRF896,100.81
2026-06-08,03:21:18,Carregador-Alienware-HIB245,89.83
2026-03-11,11:27:20,DiscoSSD-Nvidia-TUS651,232.57
2026-07-26,20:05:25,Teclado-Amazon-JWQ683,320.41
2026-09-13,11:47:00,MemoriaRAM-HP-KLF295,254.53
2026-01-23,15:36:52,Projetor-Logitech-MKP840,320.41
2026-03-18,15:32:24,Headphones-Nvidia-WFW500,122.77
2026-03-11,17:08:18,Monitor-Acer-PNB141,463.15
2026-03-04,12:50:24,Projetor-Asus-QYX525,122.77
2026-07-13,21:41:00,TV-Xiaomi-CFK887,78.85
2026-05-16,00:47:04,Rato-Apple-TIW338,979.21
2026-03-12,05:49:55,Consola-Samsung-RFL131,188.65
2026-02-03,00:30:15,DiscoSSD-Google-MDW383,452.17
2026-07-21,19:38:40,DiscoSSD-LG-JAQ932,605.89
2026-02-09,08:10:29,Camera-Razer-WZW566,715.69
2026-12-07,22:18:48,Drone-Logitech-VGC447,67.87
2026-07-13,10:58:39,Carregador-Gigabyte-SNB082,276.49
2026-04-14,02:47:40,Microfone-Acer-PVK474,1.99
2026-03-27,17:24:41,Motherboard-Corsair-AVK877,221.59
2026-01-27,00:00:00,Camera-HP-HUW458,386.29
2026-05-28,05:35:24,Rato-LG-CAF901,276.49
2026-01-06,15:06:00,Projetor-Nvidia-XGL034,243.55
2026-07-15,01:57:36,Tablet-Lenovo-ASH927,287.47
2026-03-14,08:15:00,Teclado-LG-QPJ953,23.95
2026-10-06,18:12:11,Gamepad-Acer-BAN661,353.35
2026-12-28,00:05:30,Headphones-Alienware-IVE945,1.99
2026-07-26,15:55:30,Teclado-AMD-HDS522,397.27
2026-03-25,01:11:06,Smartwatch-Amazon-QTC206,89.83
2026-05-20,03:04:35,Camera-Nvidia-GLC276,704.71
2026-07-01,04:41:05,Laptop-Apple-KDY087,188.65
2026-04-06,16:58:37,Gamepad-Nvidia-CTZ924,155.71
2026-01-19,03:48:38,Impressora-HP-WVW887,111.79
2026-06-03,04:42:32,Projetor-HP-UXJ806,133.75
2026-12-20,12:24:20,MemoriaRAM-Logitech-HOT222,67.87
2026-04-14,17:13:30,Coluna-Dell-JTA664,67.87
2026-05-12,17:58:15,Microfone-Logitech-YGU873,737.65
2026-10-19,00:02:06,Impressora-Microsoft-UBO765,23.95
2026-04-15,07:24:38,Carregador-Apple-XGT118,638.83
2026-07-22,22:48:00,Microfone-Microsoft-DPK465,276.49
2026-07-24,22:23:07,Rato-Intel-QZL353,474.13
2026-11-03,18:16:54,Carregador-Intel-JVZ671,419.23
2026-07-28,20:22:48,Consola-Acer-GWH872,254.53
2026-09-08,10:35:06,Carregador-Dell-CTI368,485.11
2026-10-17,23:39:02,Smartwatch-Microsoft-HBW349,550.99
2026-06-03,23:34:09,PlacaGrafica-Alienware-INP506,342.37
2026-07-16,01:17:57,Carregador-Intel-VTR328,45.91
2026-04-03,01:53:45,Motherboard-Intel-RPI682,298.45
2026-08-23,19:24:28,Monitor-Razer-XBT875,34.93
2026-03-16,22:48:55,Laptop-Nvidia-RPF345,572.95
2026-12-26,07:42:04,Teclado-Logitech-FTR197,529.03
2026-06-04,20:04:48,Tablet-Intel-YMV419,770.59
2026-10-13,04:02:54,Router-Huawei-GZN115,144.73
2026-07-21,08:07:56,TV-LG-AUV692,682.75
2026-09-26,10:00:54,CaboUSB-Sony-RXW359,34.93
2026-05-10,19:37:48,Monitor-Xiaomi-XIT344,320.41
2026-02-11,07:40:21,Coluna-Alienware-TGI181,496.09
2026-01-07,09:39:44,PlacaGrafica-Microsoft-GON312,375.31
2026-06-15,20:47:12,Gamepad-LG-SWF823,880.39
2026-03-16,20:05:00,Projetor-Apple-BDM672,243.55
2026-03-28,20:03:44,Consola-Xiaomi-CEV028,704.71
2026-08-17,01:08:10,Tablet-Dell-AIG709,177.67
2026-07-03,02:57:18,Rato-Amazon-EUP459,408.25
2026-12-09,07:05:10,Drone-Gigabyte-YDW915,221.59
2026-09-15,05:59:42,Laptop-Amazon-GFO255,726.67
2026-09-23,08:35:42,Smartphone-AMD-QWY578,12.97
2026-06-18,11:38:40,Carregador-Razer-EPQ964,155.71
2026-03-18,19:27:24,Projetor-Amazon-GDZ650,188.65
2026-02-17,22:24:00,Monitor-Logitech-USC408,682.75
2026-12-25,01:31:45,Projetor-Huawei-YSS038,177.67
2026-01-06,10:44:05,Carregador-Apple-HHG378,671.77
2026-07-06,13:19:57,Monitor-Asus-PVL321,45.91
2026-01-30,16:35:12,Gamepad-Motorola-ZXA675,847.45
2026-01-15,12:50:00,Carregador-Intel-SXZ896,67.87
2026-09-25,15:05:40,Drone-Apple-WMN522,34.93
2026-11-21,00:47:44,MemoriaRAM-Samsung-NXK924,561.97
2026-01-25,21:25:01,Impressora-Amazon-UTA156,67.87
2026-05-08,11:41:15,Drone-Lenovo-UFH100,67.87
2026-08-07,18:55:56,Laptop-Dell-XPP287,34.93
2026-04-05,12:17:10,Microfone-Motorola-QTY729,1.99
2026-05-20,09:54:54,Consola-Amazon-NSV242,507.07
2026-02-08,16:39:00,Consola-Asus-FLF095,924.31
2026-04-28,06:06:48,Rato-Nokia-ZKT332,45.91
2026-07-01,06:45:20,Rato-Acer-EIP957,67.87
2026-01-24,02:03:00,PlacaGrafica-AMD-QUC792,155.71
2026-05-24,23:50:25,Camera-Acer-ZIT824,89.83
2026-04-18,22:20:00,Carregador-Google-OID959,254.53
2026-08-16,09:32:00,Motherboard-Razer-QXS871,155.71
2026-01-03,20:30:32,PlacaGrafica-Alienware-MHV776,144.73
2026-12-27,21:15:18,Smartwatch-Samsung-TPK277,276.49
2026-02-07,06:11:00,Drone-Apple-ETU995,397.27
2026-10-10,15:55:48,MemoriaRAM-Logitech-TWW082,594.91
2026-05-12,07:36:16,CaboUSB-Razer-LLS054,869.41
2026-01-06,17:10:18,Gamepad-MSI-CRS331,583.93
2026-07-17,12:15:51,PlacaGrafica-Apple-LKP320,155.71
2026-04-27,05:04:20,CaboUSB-Apple-OBR782,375.31
2026-05-26,02:37:34,Coluna-Nvidia-DQB122,243.55
2026-01-05,11:58:09,Projetor-Xiaomi-USR807,441.19
2026-08-01,18:46:27,Drone-Corsair-FAX999,199.63
2026-04-01,22:06:08,Tablet-LG-XWM878,265.51
2026-05-04,19:13:10,Drone-Microsoft-NLQ321,232.57
2026-06-05,13:32:39,Teclado-HP-MDE693,100.81
2026-01-22,11:01:42,Impressora-Razer-NIW106,166.69
2026-10-26,17:48:09,Processador-Huawei-SQQ837,89.83
2026-04-25,13:34:48,Teclado-MSI-UTL521,441.19
2026-07-28,23:55:15,Projetor-Asus-QWQ752,375.31
2026-06-16,23:36:00,MemoriaRAM-MSI-NPG360,12.97
2026-12-12,08:08:00,Teclado-Razer-MEP616,45.91
2026-05-15,10:27:22,Camera-LG-NHI615,660.79
2026-01-11,05:26:00,Smartphone-Xiaomi-CNY730,188.65
2026-08-01,04:41:55,Microfone-Intel-LEU803,89.83
2026-08-27,11:08:40,MemoriaRAM-HP-WCI618,572.95
2026-08-22,02:32:22,Camera-Razer-CGS361,243.55
2026-02-05,17:08:51,Monitor-LG-JFY160,12.97
2026-07-19,08:51:32,Tablet-Nvidia-YPC296,594.91
2026-06-10,16:28:48,TV-Gigabyte-RAW149,188.65
2026-12-25,02:22:24,Tablet-Logitech-MNN686,858.43
2026-07-06,21:43:21,Camera-AMD-DZY409,155.71
2026-03-15,12:20:50,Carregador-Gigabyte-QKH742,12.97
2026-09-07,22:38:45,Carregador-Lenovo-ROA066,56.89
2026-03-15,08:56:06,Drone-Nokia-JHM621,1.99
2026-01-01,07:50:11,CaboUSB-Motorola-YPM483,353.35
2026-10-28,22:27:36,Motherboard-Huawei-QAF400,100.81
