Data,Hora,Produto,Preco
2026-11-01,11:09:20,MemoriaRAM-Microsoft-TYA888,177.67
2026-04-09,22:51:00,Headphones-Corsair-YTT415,825.49
2026-10-04,04:19:48,Microfone-HP-SKF151,1.99
2026-08-28,20:39:25,Projetor-Xiaomi-DTE886,638.83
2026-04-15,18:52:51,DiscoSSD-Gigabyte-YOG266,529.03
2026-06-11,17:59:36,Headphones-Xiaomi-CYE218,276.49
2026-10-18,11:04:50,Motherboard-MSI-IPB203,56.89
2026-02-22,03:53:04,Motherboard-Razer-HXH082,594.91
2026-06-05,04:11:27,Laptop-Google-YWQ082,616.87
2026-10-26,20:12:48,Coluna-LG-TOW490,397.27
2026-03-15,01:00:50,Consola-Samsung-LWL518,122.77
2026-06-10,13:41:18,Impressora-Motorola-OXD385,12.97
2026-09-19,01:38:00,Router-Gigabyte-CJP357,430.21
2026-02-07,07:46:40,Consola-Motorola-DWS348,550.99
2026-03-25,09:46:24,Tablet-AMD-ZXN193,12.97
2026-06-30,12:25:10,Camera-Motorola-NBL112,309.43
2026-04-01,20:33:20,Carregador-Samsung-DRU276,320.41
2026-01-06,18:02:16,Teclado-Sony-QRA697,748.63
2026-06-16,08:13:00,MemoriaRAM-Xiaomi-YMT533,474.13
2026-08-14,21:12:54,Smartwatch-Razer-AGV888,23.95
2026-11-17,21:30:10,Projetor-Corsair-TVZ965,682.75
2026-09-12,10:37:30,Microfone-MSI-HCC663,111.79
2026-12-25,02:15:59,Laptop-Apple-ZXR498,78.85
2026-02-06,05:22:35,Camera-Lenovo-ROK535,188.65
2026-11-14,09:22:00,Drone-LG-NWY351,23.95
2026-02-19,08:28:00,Headphones-Asus-KFW174,550.99
2026-02-21,04:44:02,Motherboard-MSI-IOA677,210.61
2026-08-17,02:43:12,Headphones-Corsair-CUL735,221.59
2026-05-07,18:06:36,PlacaGrafica-MSI-WTX553,990.19
2026-01-25,18:26:58,DiscoSSD-MSI-VTL304,78.85
2026-12-01,15:44:41,Gamepad-Samsung-JKT012,572.95
2026-12-17,07:02:54,Tablet-Apple-MHI272,507.07
2026-03-12,09:25:30,Teclado-LG-HYE179,1.99
2026-04-01,19:28:21,Teclado-Acer-PWP328,957.25
2026-12-08,12:08:45,Teclado-Alienware-PAP655,298.45
2026-07-04,18:37:30,Drone-Xiaomi-CCF033,935.29
2026-11-06,09:45:00,Motherboard-Nvidia-XDS455,166.69
2026-08-15,19:46:19,Smartphone-Alienware-ZFV337,265.51
2026-01-12,05:12:12,Laptop-Lenovo-YOQ946,803.53
2026-11-08,00:29:12,PlacaGrafica-HP-SND242,1.99
2026-05-09,16:12:36,Consola-Logitech-LBN413,550.99
2026-04-17,06:20:04,Rato-Huawei-WJJ692,177.67
2026-12-05,14:10:48,Processador-AMD-SJS125,12.97
2026-01-22,21:09:00,PlacaGrafica-Google-FGP557,254.53
2026-03-28,06:14:32,Headphones-Lenovo-ALB317,177.67
2026-02-10,04:24:42,DiscoSSD-Acer-IND290,452.17
2026-03-04,09:44:00,PlacaGrafica-Xiaomi-LSN556,56.89
2026-01-18,17:51:30,Rato-Razer-JBX918,78.85
2026-08-10,05:44:48,Drone-Corsair-DYX266,375.31
2026-01-04,11:08:28,Processador-Nvidia-ODU414,1.99
2026-12-06,16:11:44,Gamepad-Google-NIF071,243.55
2026-07-28,15:45:36,Microfone-Nokia-LEB075,78.85
2026-01-05,20:39:46,Projetor-Razer-KIV578,12.97
2026-11-28,03:56:25,Teclado-Nokia-QDV403,12.97
2026-07-13,10:17:24,Router-Google-SOC109,210.61
2026-11-14,05:56:24,TV-MSI-HFY141,210.61
2026-05-07,23:45:00,Impressora-Corsair-BHY046,375.31
2026-04-04,23:40:00,Coluna-Corsair-JKX023,232.57
2026-12-27,09:03:36,CaboUSB-Asus-LZP109,67.87
2026-02-16,18:14:24,CaboUSB-Logitech-TKD205,177.67
2026-09-03,04:40:00,Laptop-Gigabyte-EFW220,12.97
2026-05-02,00:54:20,MemoriaRAM-Amazon-MRU173,188.65
2026-02-22,05:35:20,DiscoSSD-Nokia-XTK184,56.89
2026-03-21,23:31:26,Impressora-Nokia-RMY906,243.55
2026-03-01,16:39:00,Rato-Logitech-DAQ097,67.87
2026-05-07,17:45:45,PlacaGrafica-Asus-VCK076,320.41
2026-07-09,14:20:00,Router-Alienware-JWX881,23.95
2026-11-17,23:14:51,Smartphone-Nokia-QRE162,243.55
2026-05-10,08:46:45,DiscoSSD-Intel-IPG968,770.59
2026-06-26,04:58:20,DiscoSSD-Asus-TGJ255,221.59
2026-05-23,10:43:16,Headphones-Microsoft-SNO608,605.89
2026-07-16,18:38:00,Processador-Amazon-JTE434,67.87
2026-04-05,23:43:46,Motherboard-Gigabyte-PQC278,67.87
2026-03-28,22:20:40,Smartwatch-Asus-BML519,276.49
2026-03-26,01:24:20,Gamepad-Logitech-XTC046,781.57
2026-11-25,13:54:48,Carregador-Lenovo-ZFE944,100.81
2026-09-25,13:00:12,Coluna-Corsair-CHL946,474.13
2026-03-12,03:18:18,Teclado-Samsung-WJG799,485.11
2026-05-10,08:15:04,Consola-Alienware-KRD851,550.99
2026-11-03,01:31:48,Camera-Dell-LTQ651,133.75
2026-04-27,15:13:45,Smartphone-Apple-OPP120,320.41
2026-09-19,03:10:25,CaboUSB-MSI-UWU963,419.23
2026-08-01,06:50:24,Camera-Amazon-VQJ261,100.81
2026-12-03,02:39:45,PlacaGrafica-Amazon-HLY842,419.23
2026-10-16,06:58:30,Gamepad-Microsoft-RZV048,419.23
2026-01-10,21:16:45,Smartwatch-Huawei-ANO937,155.71
2026-03-17,03:17:24,Smartphone-Sony-YWC675,122.77
2026-09-23,15:02:00,MemoriaRAM-LG-NCE146,550.99
2026-06-15,20:07:55,Headphones-Apple-YFG689,12.97
2026-06-28,18:42:10,MemoriaRAM-Alienware-UKX846,518.05
2026-10-06,02:44:50,Impressora-Sony-GSB007,23.95
2026-05-01,06:31:18,Motherboard-Acer-CZQ407,660.79
2026-03-17,02:06:30,Carregador-HP-TTP316,188.65
2026-07-31,12:42:00,Headphones-Microsoft-LFH223,23.95
2026-06-11,18:17:54,Smartwatch-Sony-JJL178,232.57
2026-12-26,19:17:08,Projetor-Nvidia-OTH492,540.01
2026-08-19,05:39:16,Smartphone-Acer-RLT692,56.89
2026-03-09,01:05:30,Teclado-Intel-ZID793,12.97
2026-02-01,21:12:52,Teclado-Microsoft-JUN664,221.59
2026-05-14,09:11:40,Camera-Corsair-VSH613,188.65
2026-07-29,17:09:20,Smartwatch-Amazon-KHA619,78.85
2026-08-07,03:45:52,Headphones-MSI-DPJ088,331.39
2026-03-04,19:39:05,Camera-MSI-ZNE978,45.91
2026-09-11,18:48:53,Teclado-Microsoft-TOV895,309.43
2026-10-20,04:31:20,Camera-Acer-FYK439,210.61
2026-07-08,06:44:56,Impressora-Huawei-LXP061,1.99
2026-11-08,02:50:16,Projetor-Google-FCA573,177.67
2026-03-02,01:19:52,Camera-Google-TWM292,23.95
2026-07-17,09:57:54,Coluna-MSI-FJN618,254.53
2026-02-10,08:44:52,Microfone-Apple-ZCI597,572.95
2026-01-02,23:47:46,Motherboard-Microsoft-LZV173,45.91
2026-12-15,23:53:52,Rato-Huawei-FAB990,529.03
2026-07-24,17:24:52,Consola-Sony-AOB553,144.73
2026-10-24,01:55:38,Tablet-Asus-SUQ534,133.75
2026-11-07,07:42:48,Smartwatch-Gigabyte-ZCI397,23.95
2026-01-23,10:05:21,Impressora-Nokia-OLQ660,78.85
2026-01-11,08:18:48,Processador-Lenovo-NFO951,748.63
2026-08-12,08:56:26,Processador-Apple-BYQ817,254.53
2026-04-17,07:49:13,TV-Samsung-NRR352,199.63
2026-03-06,17:22:48,Carregador-Nokia-ESD017,23.95
2026-01-10,08:35:26,Carregador-Amazon-DRM899,364.33
2026-05-23,23:57:14,Drone-Dell-MOI828,45.91
2026-11-25,08:47:18,Smartwatch-Sony-RDH179,572.95
2026-01-10,09:54:10,Gamepad-MSI-IVY856,12.97
2026-10-14,21:46:55,Camera-AMD-WJU269,122.77
2026-08-08,15:48:00,DiscoSSD-Huawei-HQI778,485.11
2026-08-07,17:54:01,Monitor-LG-TFE356,518.05
2026-08-27,21:22:00,Coluna-Amazon-PIT869,34.93
2026-10-25,08:18:28,CaboUSB-Dell-PZM917,540.01
2026-08-28,13:40:14,Rato-Logitech-IMZ047,177.67
2026-08-28,17:04:30,Router-Dell-VFG538,803.53
2026-04-08,16:35:42,Carregador-Xiaomi-OVC335,56.89
2026-12-21,12:18:32,Projetor-Xiaomi-NKN846,1.99
2026-02-27,08:02:00,Impressora-Gigabyte-NAK268,419.23
2026-02-20,02:57:27,Microfone-Corsair-ZBV511,397.27
2026-09-25,18:06:31,CaboUSB-LG-FQE676,56.89
2026-01-04,13:20:54,PlacaGrafica-Motorola-ESF357,34.93
2026-10-24,05:24:08,Gamepad-Nvidia-GSQ568,177.67
2026-06-28,21:59:24,Tablet-MSI-GKE263,309.43
2026-04-13,02:25:56,Processador-Samsung-ZVK165,408.25
2026-02-07,14:13:20,Headphones-Lenovo-MTS045,320.41
2026-08-23,17:56:50,PlacaGrafica-Intel-TIC434,298.45
2026-06-21,15:14:12,Microfone-Alienware-WQP838,45.91
2026-09-02,16:44:51,Camera-Dell-DMD682,1.99
2026-01-24,12:32:30,TV-Microsoft-ZCP822,221.59
2026-09-26,19:30:56,Projetor-Lenovo-NSG338,1.99
2026-09-05,18:29:04,Microfone-Samsung-YXA505,12.97
2026-06-22,12:52:06,Tablet-MSI-DKZ087,331.39
2026-12-12,20:42:50,Laptop-Razer-AAX141,45.91
2026-03-07,08:12:14,Rato-Amazon-OPZ736,177.67
2026-02-11,07:35:00,Drone-Motorola-GTX531,122.77
2026-06-10,06:32:23,Tablet-Asus-DFO391,67.87
2026-10-16,09:16:21,Carregador-Apple-XRQ300,23.95
2026-11-22,18:46:24,Drone-Huawei-HEO553,397.27
2026-10-13,14:53:04,Motherboard-Alienware-LPA168,34.93
2026-03-18,23:43:49,Gamepad-AMD-SLR053,287.47
2026-04-01,01:04:34,Smartphone-Logitech-JNX481,660.79
2026-04-13,10:48:18,Headphones-Huawei-FEP310,441.19
2026-05-25,18:25:20,Impressora-Lenovo-HYS014,78.85
2026-08-13,01:30:50,Microfone-Logitech-MVI226,12.97
2026-01-26,17:13:30,DiscoSSD-Xiaomi-FML447,89.83
2026-05-06,17:54:20,Coluna-Asus-VXG730,188.65
2026-05-10,09:04:19,Router-Nvidia-FMA955,188.65
2026-02-26,09:17:39,Impressora-Sony-PBJ811,1.99
2026-05-26,00:46:39,Smartphone-Logitech-LEH039,100.81
2026-02-24,12:30:36,PlacaGrafica-Nvidia-TYI595,23.95
2026-01-30,15:32:50,Tablet-Razer-TNG144,726.67
2026-09-01,01:57:45,CaboUSB-Dell-RKK048,221.59
2026-03-26,18:36:36,Coluna-Intel-VAC771,78.85
2026-06-02,20:48:40,Motherboard-Dell-TJI646,122.77
2026-06-19,10:03:36,CaboUSB-Acer-CJQ964,23.95
2026-04-04,20:26:03,Headphones-Google-YHL362,243.55
2026-01-24,06:07:14,Projetor-Google-SMN192,518.05
2026-03-19,17:18:40,Tablet-Lenovo-OIM885,155.71
2026-02-20,12:58:57,Motherboard-LG-DKG550,320.41
2026-04-03,16:53:06,Drone-Asus-QSI347,1.99
2026-11-07,21:55:30,Smartphone-MSI-QOY211,463.15
2026-08-28,05:30:18,Smartwatch-Acer-AYM083,452.17
2026-03-13,10:57:25,Headphones-Gigabyte-NEX878,594.91
2026-09-07,08:50:24,Microfone-Samsung-ILT440,45.91
2026-09-08,06:01:40,Impressora-Razer-LCX651,12.97
2026-01-01,20:38:10,Consola-Sony-SYF889,1.99
2026-01-17,22:21:30,Gamepad-Dell-TOI038,1001.17
2026-04-28,15:40:30,Microfone-AMD-FKO698,155.71
2026-11-13,00:03:45,Camera-MSI-BLN262,276.49
2026-01-02,19:47:21,Teclado-Alienware-LFA245,1012.15
2026-02-02,10:19:00,Smartphone-Dell-HDY642,1.99
2026-10-10,15:24:00,Headphones-MSI-AMZ399,12.97
2026-02-12,02:38:40,Microfone-HP-QOA992,298.45
2026-06-08,23:43:44,Router-Intel-HPA794,111.79
2026-11-25,11:27:33,Projetor-Apple-LXK022,23.95
2026-12-03,11:15:24,Microfone-MSI-MKY436,759.61
2026-10-21,03:12:09,Router-Lenovo-KIO952,375.31
2026-12-19,12:10:12,MemoriaRAM-Microsoft-KZQ631,759.61
2026-04-14,06:56:00,Camera-Gigabyte-DYP286,221.59
2026-03-26,07:38:52,Gamepad-Amazon-KUE820,792.55
2026-11-13,12:55:44,PlacaGrafica-Google-EZD421,265.51
2026-02-10,16:25:03,Motherboard-Apple-YQH193,342.37
2026-11-03,22:20:20,Rato-Amazon-DFH742,649.81
2026-01-23,10:12:00,DiscoSSD-MSI-NFA829,89.83
2026-05-28,19:26:24,Laptop-Google-LEC823,594.91
2026-11-15,10:54:49,Tablet-Amazon-SRJ864,507.07
2026-08-11,09:17:42,DiscoSSD-Intel-MHR568,89.83
2026-07-20,20:12:10,Smartphone-Asus-OCK407,660.79
2026-09-15,17:20:28,Microfone-Asus-LGN780,199.63
2026-08-15,20:06:12,Processador-Intel-GEV357,572.95
2026-05-23,08:25:42,Monitor-Gigabyte-FBY819,419.23
2026-06-04,08:49:36,Carregador-Razer-NOV231,177.67
2026-07-29,07:24:09,Coluna-Microsoft-OYK561,430.21
2026-04-24,05:46:08,TV-LG-SRM890,353.35
2026-12-24,09:56:09,Motherboard-Xiaomi-AXP504,67.87
2026-08-05,21:10:03,Gamepad-Huawei-REF443,386.29
2026-08-13,04:29:15,Impressora-Sony-EYC616,386.29
2026-11-21,05:32:06,Projetor-Acer-YLC628,78.85
2026-09-25,11:20:00,Smartwatch-Razer-XSN174,715.69
2026-08-12,05:35:05,PlacaGrafica-Nvidia-WSM090,298.45
2026-09-02,23:35:41,Rato-LG-WPG249,463.15
2026-07-16,19:10:40,MemoriaRAM-Asus-BED735,188.65
2026-11-09,16:00:56,Projetor-Alienware-KLQ041,243.55
2026-01-12,01:09:10,DiscoSSD-Nvidia-ODO927,89.83
2026-05-10,19:55:21,Rato-Samsung-EXF049,408.25
2026-07-16,15:54:41,Laptop-HP-HKP954,232.57
2026-04-17,11:48:39,Smartwatch-Motorola-NTE905,221.59
2026-08-01,02:58:56,Camera-MSI-ZMH481,825.49
2026-04-20,16:21:30,TV-Sony-CTW564,485.11
2026-01-19,08:00:00,MemoriaRAM-Dell-TVF443,540.01
2026-05-22,02:30:48,Coluna-Asus-BUJ914,210.61
2026-04-15,19:03:31,Laptop-HP-JKJ848,496.09
2026-05-16,18:15:54,Teclado-Nvidia-YGQ111,177.67
2026-07-28,11:21:04,Impressora-Amazon-EQR207,23.95
2026-04-18,10:01:33,Gamepad-Asus-QIS240,254.53
2026-11-26,15:16:25,Projetor-Sony-KIH675,561.97
2026-05-28,05:37:36,Router-Alienware-INW906,111.79
2026-08-11,01:43:00,TV-Nokia-UTC392,144.73
2026-01-26,14:28:48,Coluna-Microsoft-UTW363,34.93
2026-02-15,03:17:40,Processador-Apple-KKQ827,111.79
2026-10-19,08:20:40,TV-Acer-TZA104,660.79
2026-06-18,04:28:40,CaboUSB-Nokia-LSB791,781.57
2026-05-01,23:02:40,Router-Intel-TWU593,155.71
2026-10-20,12:37:42,MemoriaRAM-HP-UBF933,111.79
2026-03-16,23:08:00,Smartphone-Dell-JOL962,111.79
2026-05-19,01:53:16,Drone-Razer-ATD234,287.47
2026-03-21,06:25:45,Tablet-Nvidia-PML445,45.91
2026-09-12,01:51:06,Router-Logitech-TYE507,309.43
2026-02-18,14:12:00,Rato-HP-UAC693,265.51
2026-09-07,05:03:45,PlacaGrafica-AMD-YSV710,122.77
2026-10-02,15:02:57,DiscoSSD-AMD-FTW450,1.99
2026-12-03,12:38:34,CaboUSB-Samsung-XXN175,12.97
2026-08-09,11:12:08,MemoriaRAM-Nokia-IJH832,188.65
2026-12-06,13:43:12,Gamepad-Gigabyte-HBV686,221.59
2026-04-08,22:02:04,Smartphone-LG-ZIT883,1034.11
2026-07-09,02:09:09,Teclado-Amazon-BEF733,1.99
2026-10-23,17:29:55,Smartwatch-Apple-LMW103,1.99
2026-12-15,08:11:06,Processador-Dell-LUI284,23.95
2026-06-14,01:19:12,Monitor-Samsung-MZN456,67.87
2026-09-17,11:24:37,Headphones-Asus-NUM543,627.85
2026-06-22,21:15:38,Gamepad-Google-VEW902,430.21
2026-10-10,19:30:58,Consola-Huawei-BPU252,12.97
2026-11-12,12:00:26,Rato-Lenovo-QTS131,133.75
2026-05-27,14:07:48,Headphones-Apple-UOM604,759.61
2026-01-03,01:39:00,Rato-Lenovo-WER415,309.43
2026-06-22,07:09:00,Rato-Xiaomi-KHV667,243.55
2026-01-29,13:58:25,MemoriaRAM-Microsoft-QTL938,737.65
2026-06-24,03:53:20,Router-Asus-RWV536,254.53
2026-11-27,06:02:40,Motherboard-Microsoft-WRO435,397.27
2026-09-11,12:39:12,Gamepad-Asus-MQR451,265.51
2026-05-24,17:50:09,Headphones-Asus-ZRT089,111.79
2026-05-19,00:22:30,Motherboard-Asus-WYZ074,232.57
2026-07-06,15:10:12,Gamepad-Samsung-GXB746,177.67
2026-06-17,08:33:46,Teclado-Lenovo-CFA104,45.91
2026-12-09,04:19:03,Gamepad-Motorola-WHK384,979.21
2026-03-03,07:13:30,Teclado-Alienware-FGK100,1.99
2026-08-06,06:00:00,TV-MSI-BQA941,23.95
2026-09-16,08:31:33,Smartphone-Samsung-VZK221,1.99
2026-02-03,17:41:15,Laptop-LG-HMR093,1.99
2026-11-10,16:11:42,Rato-Nvidia-SET283,474.13
2026-06-16,03:20:24,Laptop-Amazon-KVY680,298.45
2026-02-11,22:06:51,Laptop-Acer-ZUS872,111.79
2026-04-06,16:01:20,Headphones-Huawei-IOK088,12.97
2026-12-29,11:38:25,Monitor-Huawei-UCJ176,12.97
2026-08-20,05:58:36,Processador-Microsoft-MNF147,34.93
2026-01-17,08:56:41,Drone-HP-NPR375,89.83
2026-08-12,05:34:30,Rato-Microsoft-EQA273,616.87
2026-10-10,14:22:44,Processador-Intel-TCA196,561.97
2026-05-24,09:58:45,Coluna-Amazon-SXM268,561.97
2026-05-21,13:22:54,Headphones-Xiaomi-TLS370,715.69
2026-09-16,11:33:16,Gamepad-Samsung-AHB296,89.83
2026-07-07,06:54:30,DiscoSSD-Corsair-WPV340,265.51
2026-02-02,13:12:36,Carregador-Intel-QGG100,45.91
2026-12-09,03:59:52,Impressora-Microsoft-AWC706,56.89
2026-03-24,10:01:36,Microfone-Asus-EOJ514,572.95
2026-03-02,17:27:48,Microfone-AMD-MHY300,188.65
2026-05-01,20:56:06,Projetor-Intel-LAF628,199.63
2026-06-19,04:51:04,Processador-Dell-YPU400,243.55
2026-02-04,09:27:03,Headphones-Asus-HYN641,133.75
2026-03-16,01:04:35,Teclado-Huawei-YAT444,518.05
2026-08-18,22:44:24,CaboUSB-Samsung-IJT445,232.57
2026-06-19,17:01:48,Rato-Razer-PRK594,715.69
2026-08-08,20:48:11,Gamepad-Razer-SJC115,792.55
2026-09-03,06:48:00,Microfone-Gigabyte-IQI357,78.85
2026-10-15,23:54:57,Laptop-Microsoft-NYO639,166.69
2026-06-24,12:21:57,Gamepad-AMD-UVO817,463.15
2026-11-19,14:22:10,Carregador-Microsoft-UGO836,540.01
2026-10-28,13:33:36,Rato-Intel-SJX415,803.53
2026-09-11,03:53:50,Monitor-Gigabyte-ZJU903,23.95
2026-03-03,12:37:40,MemoriaRAM-LG-BQB305,1.99
2026-02-16,22:34:51,Microfone-Corsair-UXL662,133.75
2026-11-14,06:59:21,Smartwatch-Nokia-QZP350,693.73
2026-11-13,04:47:36,Motherboard-Microsoft-TAY736,12.97
2026-01-16,13:26:56,Projetor-Samsung-XDH260,111.79
2026-12-10,21:48:45,Monitor-Acer-SAW762,56.89
2026-03-02,23:36:10,Impressora-Intel-VFV333,23.95
2026-10-04,13:43:36,CaboUSB-Acer-SOA592,408.25
2026-07-17,23:48:00,MemoriaRAM-Dell-GFD878,45.91
2026-04-11,10:54:10,Smartphone-Samsung-YPM529,1.99
2026-08-09,00:30:04,Headphones-Razer-JTU372,12.97
2026-10-09,05:51:44,Carregador-Xiaomi-LMQ960,375.31
2026-12-05,01:02:36,PlacaGrafica-Google-CHQ020,12.97
2026-12-09,08:53:20,CaboUSB-MSI-SZJ480,67.87
2026-06-26,13:37:48,Motherboard-Xiaomi-IAB781,1.99
2026-06-23,01:46:00,CaboUSB-Alienware-NYK861,155.71
2026-02-17,18:45:25,Gamepad-Lenovo-BLG339,518.05
2026-11-27,15:26:06,DiscoSSD-Logitech-ROT935,34.93
2026-07-18,18:26:40,Impressora-Apple-GLX951,485.11
2026-08-25,18:40:59,Impressora-Lenovo-FIF735,23.95
2026-12-23,22:58:05,Impressora-AMD-EYR893,210.61
2026-06-13,02:25:05,PlacaGrafica-Asus-ILV317,78.85
2026-02-22,05:21:16,Coluna-Alienware-XCC620,1.99
2026-11-04,10:26:12,Microfone-Nvidia-CGE135,232.57
2026-07-03,14:46:46,Monitor-Microsoft-VGG164,133.75
2026-10-29,18:21:34,Monitor-Corsair-BWV784,232.57
2026-06-16,05:34:30,MemoriaRAM-Logitech-BQX121,408.25
2026-03-08,10:59:27,Camera-Xiaomi-HEV244,78.85
2026-01-09,08:30:30,Rato-Razer-AAS237,199.63
2026-11-20,13:23:04,Camera-Gigabyte-ZEA756,1.99
2026-07-04,21:56:48,PlacaGrafica-Gigabyte-MGR753,23.95
2026-04-19,13:33:22,Headphones-Lenovo-TYX002,572.95
2026-05-17,17:19:52,CaboUSB-Samsung-RZX544,353.35
2026-05-24,16:02:24,Coluna-Dell-GSJ911,166.69
2026-03-08,21:58:09,Carregador-Logitech-UMB889,100.81
2026-12-21,03:55:00,Monitor-Google-QRC144,496.09
